Person ID,First name,Last name,Party,Constituency,URI,flastname,firstnamelastname,subdomain,user
26330,Kevin,Bonavia,Labour,Stevenage,https://www.theyworkforyou.com/mp/26330/kevin_bonavia/stevenage,kbonavia,kevinbonavia,https://kbonavia.caseworkermp.com,TRUE
26635,Sarah,Bool,Conservative,South Northamptonshire,https://www.theyworkforyou.com/mp/26635/sarah_bool/south_northamptonshire,sbool,sarahbool,https://sbool.caseworkermp.com,TRUE
26465,Jade,Botterill,Labour,Ossett and Denby Dale,https://www.theyworkforyou.com/mp/26465/jade_botterill/ossett_and_denby_dale,jbotterill,jadebotterill,https://jbotterill.caseworkermp.com,TRUE
25703,Andrew,Bowie,Conservative,West Aberdeenshire and Kincardine,https://www.theyworkforyou.com/mp/25703/andrew_bowie/west_aberdeenshire_and_kincardine,abowie,andrewbowie,https://abowie.caseworkermp.com,TRUE
26433,Sureena,Brackenridge,Labour,Wolverhampton North East,https://www.theyworkforyou.com/mp/26433/sureena_brackenridge/wolverhampton_north_east,sbrackenridge,sureenabrackenridge,https://sbrackenridge.caseworkermp.com,TRUE
24725,Karen,Bradley,Conservative,Staffordshire Moorlands,https://www.theyworkforyou.com/mp/24725/karen_bradley/staffordshire_moorlands,kbradley,karenbradley,https://kbradley.caseworkermp.com,TRUE
26553,Aphra,Brandreth,Conservative,Chester South and Eddisbury,https://www.theyworkforyou.com/mp/26553/aphra_brandreth/chester_south_and_eddisbury,abrandreth,aphrabrandreth,https://abrandreth.caseworkermp.com,TRUE
26339,Jonathan,Brash,Labour,Hartlepool,https://www.theyworkforyou.com/mp/26339/jonathan_brash/hartlepool,jbrash,jonathanbrash,https://jbrash.caseworkermp.com,TRUE
25272,Suella,Braverman,Conservative,Fareham and Waterlooville,https://www.theyworkforyou.com/mp/25272/suella_braverman/fareham_and_waterlooville,sbraverman,suellabraverman,https://sbraverman.caseworkermp.com,TRUE
26366,Alex,Brewer,Liberal Democrat,North East Hampshire,https://www.theyworkforyou.com/mp/26366/alex_brewer/north_east_hampshire,abrewer,alexbrewer,https://abrewer.caseworkermp.com,TRUE
26368,Phil,Brickell,Labour,Bolton West,https://www.theyworkforyou.com/mp/26368/phil_brickell/bolton_west,pbrickell,philbrickell,https://pbrickell.caseworkermp.com,TRUE
26372,Jessica,Brown-Fuller,Liberal Democrat,Chichester,https://www.theyworkforyou.com/mp/26372/jessica_brown-fuller/chichester,jbrownfuller,jessicabrownfuller,https://jbrownfuller.caseworkermp.com,TRUE
10761,Chris,Bryant,Labour,Rhondda and Ogmore,https://www.theyworkforyou.com/mp/10761/chris_bryant/rhondda_and_ogmore,cbryant,chrisbryant,https://cbryant.caseworkermp.com,TRUE
26436,Julia,Buckley,Labour,Shrewsbury,https://www.theyworkforyou.com/mp/26436/julia_buckley/shrewsbury,jbuckley,juliabuckley,https://jbuckley.caseworkermp.com,TRUE
25659,Alex,Burghart,Conservative,Brentwood and Ongar,https://www.theyworkforyou.com/mp/25659/alex_burghart/brentwood_and_ongar,aburghart,alexburghart,https://aburghart.caseworkermp.com,TRUE
25391,Richard,Burgon,Labour,Leeds East,https://www.theyworkforyou.com/mp/25391/richard_burgon/leeds_east,rburgon,richardburgon,https://rburgon.caseworkermp.com,TRUE
26455,Maureen,Burke,Labour,Glasgow North East,https://www.theyworkforyou.com/mp/26455/maureen_burke/glasgow_north_east,mburke,maureenburke,https://mburke.caseworkermp.com,TRUE
26442,David,Burton-Sampson,Labour,Southend West and Leigh,https://www.theyworkforyou.com/mp/26442/david_burton-sampson/southend_west_and_leigh,dburtonsampson,davidburtonsampson,https://dburtonsampson.caseworkermp.com,TRUE
11447,Dawn,Butler,Labour,Brent East,https://www.theyworkforyou.com/mp/11447/dawn_butler/brent_east,dbutler,dawnbutler,https://dbutler.caseworkermp.com,TRUE
25816,Ian,Byrne,Labour,Liverpool West Derby,https://www.theyworkforyou.com/mp/25816/ian_byrne/liverpool_west_derby,ibyrne,ianbyrne,https://ibyrne.caseworkermp.com,TRUE
11360,Liam,Byrne,Labour,Birmingham Hodge Hill and Solihull North,https://www.theyworkforyou.com/mp/11360/liam_byrne/birmingham_hodge_hill_and_solihull_north,lbyrne,liambyrne,https://lbyrne.caseworkermp.com,TRUE
25343,Ruth,Cadbury,Labour,Brentford and Isleworth,https://www.theyworkforyou.com/mp/25343/ruth_cadbury/brentford_and_isleworth,rcadbury,ruthcadbury,https://rcadbury.caseworkermp.com,TRUE
26474,Nesil,Caliskan,Labour,Barking,https://www.theyworkforyou.com/mp/26474/nesil_caliskan/barking,ncaliskan,nesilcaliskan,https://ncaliskan.caseworkermp.com,TRUE
10086,Alan,Campbell,Labour,Tynemouth,https://www.theyworkforyou.com/mp/10086/alan_campbell/tynemouth,acampbell,alancampbell,,FALSE
10780,Gregory,Campbell,DUP,East Londonderry,https://www.theyworkforyou.com/mp/10780/gregory_campbell/east_londonderry,gcampbell,gregorycampbell,,FALSE
26419,Irene,Campbell,Labour,North Ayrshire and Arran,https://www.theyworkforyou.com/mp/26419/irene_campbell/north_ayrshire_and_arran,icampbell,irenecampbell,https://icampbell.caseworkermp.com,TRUE
26337,Juliet,Campbell,Labour,Broxtowe,https://www.theyworkforyou.com/mp/26337/juliet_campbell/broxtowe,jcampbell,julietcampbell,https://jcampbell.caseworkermp.com,TRUE
26485,Markus,Campbell-Savours,Independent,Penrith and Solway,https://www.theyworkforyou.com/mp/26485/markus_campbell-savours/penrith_and_solway,mcampbellsavours,markuscampbellsavours,https://mcampbellsavours.caseworkermp.com,TRUE
26425,Charlotte,Cane,Liberal Democrat,Ely and East Cambridgeshire,https://www.theyworkforyou.com/mp/26425/charlotte_cane/ely_and_east_cambridgeshire,ccane,charlottecane,https://ccane.caseworkermp.com,TRUE
25642,Dan,Carden,Labour,Liverpool Walton,https://www.theyworkforyou.com/mp/25642/dan_carden/liverpool_walton,dcarden,dancarden,https://dcarden.caseworkermp.com,TRUE
26558,Sam,Carling,Labour,North West Cambridgeshire,https://www.theyworkforyou.com/mp/26558/sam_carling/north_west_cambridgeshire,scarling,samcarling,https://scarling.caseworkermp.com,TRUE
10785,Alistair,Carmichael,Liberal Democrat,Orkney and Shetland,https://www.theyworkforyou.com/mp/10785/alistair_carmichael/orkney_and_shetland,acarmichael,alistaircarmichael,https://acarmichael.caseworkermp.com,TRUE
26599,Alistair,Carns,Labour,Birmingham Selly Oak,https://www.theyworkforyou.com/mp/26599/alistair_carns/birmingham_selly_oak,acarns,alistaircarns,https://acarns.caseworkermp.com,TRUE
25414,James,Cartlidge,Conservative,South Suffolk,https://www.theyworkforyou.com/mp/25414/james_cartlidge/south_suffolk,jcartlidge,jamescartlidge,https://jcartlidge.caseworkermp.com,TRUE
26518,David,Chadwick,Liberal Democrat,"Brecon, Radnor and Cwm Tawe",https://www.theyworkforyou.com/mp/26518/david_chadwick/brecon%2C_radnor_and_cwm_tawe,dchadwick,davidchadwick,https://dchadwick.caseworkermp.com,TRUE
25872,Wendy,Chamberlain,Liberal Democrat,North East Fife,https://www.theyworkforyou.com/mp/25872/wendy_chamberlain/north_east_fife,wchamberlain,wendychamberlain,https://wendychamberlain.caseworkermp.com,TRUE
26607,Danny,Chambers,Liberal Democrat,Winchester,https://www.theyworkforyou.com/mp/26607/danny_chambers/winchester,dchambers,dannychambers,https://dchambers.caseworkermp.com,TRUE
25168,Sarah,Champion,Labour,Rotherham,https://www.theyworkforyou.com/mp/25168/sarah_champion/rotherham,schampion,sarahchampion,https://schampion.caseworkermp.com,TRUE
25676,Bambos,Charalambous,Labour,Southgate and Wood Green,https://www.theyworkforyou.com/mp/25676/bambos_charalambous/southgate_and_wood_green,bcharalambous,bamboscharalambous,https://bcharalambous.caseworkermp.com,TRUE
26480,Luke,Charters,Labour,York Outer,https://www.theyworkforyou.com/mp/26480/luke_charters/york_outer,lcharters,lukecharters,https://lcharters.caseworkermp.com,TRUE
10103,Christopher,Chope,Conservative,Christchurch,https://www.theyworkforyou.com/mp/10103/christopher_chope/christchurch,cchope,christopherchope,,FALSE
26577,Ellie,Chowns,Green,North Herefordshire,https://www.theyworkforyou.com/mp/26577/ellie_chowns/north_herefordshire,echowns,elliechowns,https://echowns.caseworkermp.com,TRUE
25896,Feryal,Clark,Labour,Enfield North,https://www.theyworkforyou.com/mp/25896/feryal_clark/enfield_north,fclark,feryalclark,https://fclark.caseworkermp.com,TRUE
25376,James,Cleverly,Conservative,Braintree,https://www.theyworkforyou.com/mp/25376/james_cleverly/braintree,jcleverly,jamescleverly,https://jcleverly.caseworkermp.com,TRUE
10119,Geoffrey,Clifton-Brown,Conservative,North Cotswolds,https://www.theyworkforyou.com/mp/10119/geoffrey_clifton-brown/north_cotswolds,gcliftonbrown,geoffreycliftonbrown,https://gcliftonbrown.caseworkermp.com,TRUE
26316,Lewis,Cocking,Conservative,Broxbourne,https://www.theyworkforyou.com/mp/26316/lewis_cocking/broxbourne,lcocking,lewiscocking,https://lcocking.caseworkermp.com,TRUE
26445,Chris,Coghlan,Liberal Democrat,Dorking and Horley,https://www.theyworkforyou.com/mp/26445/chris_coghlan/dorking_and_horley,ccoghlan,chriscoghlan,https://ccoghlan.caseworkermp.com,TRUE
26602,Ben,Coleman,Labour,Chelsea and Fulham,https://www.theyworkforyou.com/mp/26602/ben_coleman/chelsea_and_fulham,bcoleman,bencoleman,https://bcoleman.caseworkermp.com,TRUE
26382,Jacob,Collier,Labour,Burton and Uttoxeter,https://www.theyworkforyou.com/mp/26382/jacob_collier/burton_and_uttoxeter,jcollier,jacobcollier,https://jcollier.caseworkermp.com,TRUE
26592,Lizzi,Collinge,Labour,Morecambe and Lunesdale,https://www.theyworkforyou.com/mp/26592/lizzi_collinge/morecambe_and_lunesdale,lcollinge,lizzicollinge,https://lcollinge.caseworkermp.com,TRUE
26351,Tom,Collins,Labour,Worcester,https://www.theyworkforyou.com/mp/26351/tom_collins/worcester,tcollins,tomcollins,https://tcollins.caseworkermp.com,TRUE
26539,Victoria,Collins,Liberal Democrat,Harpenden and Berkhamsted,https://www.theyworkforyou.com/mp/26539/victoria_collins/harpenden_and_berkhamsted,vcollins,victoriacollins,https://vcollins.caseworkermp.com,TRUE
26401,Liam,Conlon,Labour,Beckenham and Penge,https://www.theyworkforyou.com/mp/26401/liam_conlon/beckenham_and_penge,lconlon,liamconlon,https://lconlon.caseworkermp.com,TRUE
26452,Sarah,Coombes,Labour,West Bromwich,https://www.theyworkforyou.com/mp/26452/sarah_coombes/west_bromwich,scoombes,sarahcoombes,https://scoombes.caseworkermp.com,TRUE
26447,Andrew,Cooper,Labour,Mid Cheshire,https://www.theyworkforyou.com/mp/26447/andrew_cooper/mid_cheshire,acooper,andrewcooper,https://acooper.caseworkermp.com,TRUE
26515,Beccy,Cooper,Labour,Worthing West,https://www.theyworkforyou.com/mp/26515/beccy_cooper/worthing_west,bcooper,beccycooper,https://bcooper.caseworkermp.com,TRUE
25901,Daisy,Cooper,Liberal Democrat,St Albans,https://www.theyworkforyou.com/mp/25901/daisy_cooper/st_albans,dcooper,daisycooper,https://dcooper.caseworkermp.com,TRUE
26634,John,Cooper,Conservative,Dumfries and Galloway,https://www.theyworkforyou.com/mp/26634/john_cooper/dumfries_and_galloway,jcooper,johncooper,https://jcooper.caseworkermp.com,TRUE
10131,Yvette,Cooper,Labour,"Pontefract, Castleford and Knottingley",https://www.theyworkforyou.com/mp/10131/yvette_cooper/pontefract%2C_castleford_and_knottingley,ycooper,yvettecooper,https://ycooper.caseworkermp.com,TRUE
10133,Jeremy,Corbyn,Independent,Islington North,https://www.theyworkforyou.com/mp/10133/jeremy_corbyn/islington_north,jcorbyn,jeremycorbyn,https://jcorbyn.caseworkermp.com,TRUE
25413,Alberto,Costa,Conservative,South Leicestershire,https://www.theyworkforyou.com/mp/25413/alberto_costa/south_leicestershire,acosta,albertocosta,https://acosta.caseworkermp.com,TRUE
26384,Deirdre,Costigan,Labour,Ealing Southall,https://www.theyworkforyou.com/mp/26384/deirdre_costigan/ealing_southall,dcostigan,deirdrecostigan,https://dcostigan.caseworkermp.com,TRUE
25890,Claire,Coutinho,Conservative,East Surrey,https://www.theyworkforyou.com/mp/25890/claire_coutinho/east_surrey,ccoutinho,clairecoutinho,https://ccoutinho.caseworkermp.com,TRUE
11541,Geoffrey,Cox,Conservative,Torridge and Tavistock,https://www.theyworkforyou.com/mp/11541/geoffrey_cox/torridge_and_tavistock,gcox,geoffreycox,https://gcox.caseworkermp.com,TRUE
26324,Pam,Cox,Labour,Colchester,https://www.theyworkforyou.com/mp/26324/pam_cox/colchester,pcox,pamcox,https://pcox.caseworkermp.com,TRUE
25326,Neil,Coyle,Labour,Bermondsey and Old Southwark,https://www.theyworkforyou.com/mp/25326/neil_coyle/bermondsey_and_old_southwark,ncoyle,neilcoyle,https://ncoyle.caseworkermp.com,TRUE
26341,Jennifer,Craft,Labour,Thurrock,https://www.theyworkforyou.com/mp/26341/jennifer_craft/thurrock,jcraft,jennifercraft,https://jcraft.caseworkermp.com,TRUE
11898,Mary,Creagh,Labour,Coventry East,https://www.theyworkforyou.com/mp/11898/mary_creagh/coventry_east,mcreagh,marycreagh,https://mcreagh.caseworkermp.com,TRUE
24949,Stella,Creasy,Labour/Co-operative,Walthamstow,https://www.theyworkforyou.com/mp/24949/stella_creasy/walthamstow,screasy,stellacreasy,,FALSE
26500,Torcuil,Crichton,Labour,Na h-Eileanan an Iar,https://www.theyworkforyou.com/mp/26500/torcuil_crichton/na_h-eileanan_an_iar,tcrichton,torcuilcrichton,https://tcrichton.caseworkermp.com,TRUE
26538,Harriet,Cross,Conservative,Gordon and Buchan,https://www.theyworkforyou.com/mp/26538/harriet_cross/gordon_and_buchan,hcross,harrietcross,https://hcross.caseworkermp.com,TRUE
26614,Pat,Cullen,Sinn Féin,Fermanagh and South Tyrone,https://www.theyworkforyou.com/mp/26614/pat_cullen/fermanagh_and_south_tyrone,pcullen,patcullen,https://pcullen.caseworkermp.com,TRUE
25393,Judith,Cummins,Labour,Bradford South,https://www.theyworkforyou.com/mp/25393/judith_cummins/bradford_south,jcummins,judithcummins,https://jcummins.caseworkermp.com,TRUE
26396,Chris,Curtis,Labour,Milton Keynes North,https://www.theyworkforyou.com/mp/26396/chris_curtis/milton_keynes_north,ccurtis,chriscurtis,https://ccurtis.caseworkermp.com,TRUE
25727,Janet,Daby,Labour,Lewisham East,https://www.theyworkforyou.com/mp/25727/janet_daby/lewisham_east,jdaby,janetdaby,https://jdaby.caseworkermp.com,TRUE
24798,Nicholas,Dakin,Labour,Scunthorpe,https://www.theyworkforyou.com/mp/24798/nicholas_dakin/scunthorpe,ndakin,nicholasdakin,https://ndakin.caseworkermp.com,TRUE
26123,Ashley,Dalton,Labour,West Lancashire,https://www.theyworkforyou.com/mp/26123/ashley_dalton/west_lancashire,adalton,ashleydalton,https://adalton.caseworkermp.com,TRUE
26459,Adam,Dance,Liberal Democrat,Yeovil,https://www.theyworkforyou.com/mp/26459/adam_dance/yeovil,adance,adamdance,https://adance.caseworkermp.com,TRUE
26349,Steve,Darling,Liberal Democrat,Torbay,https://www.theyworkforyou.com/mp/26349/steve_darling/torbay,sdarling,stevedarling,https://sdarling.caseworkermp.com,TRUE
26412,Emily,Darlington,Labour,Milton Keynes Central,https://www.theyworkforyou.com/mp/26412/emily_darlington/milton_keynes_central,edarlington,emilydarlington,https://edarlington.caseworkermp.com,TRUE
10155,Edward,Davey,Liberal Democrat,Kingston and Surbiton,https://www.theyworkforyou.com/mp/10155/edward_davey/kingston_and_surbiton,edavey,edwarddavey,https://edavey.caseworkermp.com,TRUE
26359,Ann,Davies,Plaid Cymru,Caerfyrddin,https://www.theyworkforyou.com/mp/26359/ann_davies/caerfyrddin,adavies,anndavies,https://adavies.caseworkermp.com,TRUE
25858,Gareth,Davies,Conservative,Grantham and Bourne,https://www.theyworkforyou.com/mp/25858/gareth_davies/grantham_and_bourne,gdavies,garethdavies,https://gdavies.caseworkermp.com,TRUE
26557,Jonathan,Davies,Labour,Mid Derbyshire,https://www.theyworkforyou.com/mp/26557/jonathan_davies/mid_derbyshire,jdavies,jonathandavies,https://jdavies.caseworkermp.com,TRUE
25330,Mims,Davies,Conservative,East Grinstead and Uckfield,https://www.theyworkforyou.com/mp/25330/mims_davies/east_grinstead_and_uckfield,mdavies,mimsdavies,https://mdavies.caseworkermp.com,TRUE
26537,Paul,Davies,Labour,Colne Valley,https://www.theyworkforyou.com/mp/26537/paul_davies/colne_valley,pdavies,pauldavies,https://pauldavies.caseworkermp.com,TRUE
26332,Shaun,Davies,Labour,Telford,https://www.theyworkforyou.com/mp/26332/shaun_davies/telford,sdavies,shaundavies,https://sdavies.caseworkermp.com,TRUE
25824,Alex,Davies-Jones,Labour,Pontypridd,https://www.theyworkforyou.com/mp/25824/alex_davies-jones/pontypridd,adaviesjones,alexdaviesjones,https://alexdaviesjones.caseworkermp.com,TRUE
10162,David,Davis,Conservative,Goole and Pocklington,https://www.theyworkforyou.com/mp/10162/david_davis/goole_and_pocklington,ddavis,daviddavis,https://daviddavis.caseworkermp.com,TRUE
25620,Marsha,de Cordova,Labour,Battersea,https://www.theyworkforyou.com/mp/25620/marsha_de_cordova/battersea,mdecordova,marshadecordova,https://mdecordova.caseworkermp.com,TRUE
26371,Bobby,Dean,Liberal Democrat,Carshalton and Wallington,https://www.theyworkforyou.com/mp/26371/bobby_dean/carshalton_and_wallington,bdean,bobbydean,https://bdean.caseworkermp.com,TRUE
26456,Josh,Dean,Labour,Hertford and Stortford,https://www.theyworkforyou.com/mp/26456/josh_dean/hertford_and_stortford,jdean,joshdean,https://jdean.caseworkermp.com,TRUE
26548,Kate,Dearden,Labour/Co-operative,Halifax,https://www.theyworkforyou.com/mp/26548/kate_dearden/halifax,kdearden,katedearden,https://kdearden.caseworkermp.com,TRUE
26379,Carla,Denyer,Green,Bristol Central,https://www.theyworkforyou.com/mp/26379/carla_denyer/bristol_central,cdenyer,carladenyer,https://cdenyer.caseworkermp.com,TRUE
26461,Charlie,Dewhirst,Conservative,Bridlington and The Wolds,https://www.theyworkforyou.com/mp/26461/charlie_dewhirst/bridlington_and_the_wolds,cdewhirst,charliedewhirst,https://cdewhirst.caseworkermp.com,TRUE
25695,Tan,Dhesi,Labour,Slough,https://www.theyworkforyou.com/mp/25695/tan_dhesi/slough,tdhesi,tandhesi,https://tdhesi.caseworkermp.com,TRUE
26547,Jim,Dickson,Labour,Dartford,https://www.theyworkforyou.com/mp/26547/jim_dickson/dartford,jdickson,jimdickson,https://jdickson.caseworkermp.com,TRUE
26584,Lee,Dillon,Liberal Democrat,Newbury,https://www.theyworkforyou.com/mp/26584/lee_dillon/newbury,ldillon,leedillon,https://ldillon.caseworkermp.com,TRUE
24873,Caroline,Dinenage,Conservative,Gosport,https://www.theyworkforyou.com/mp/24873/caroline_dinenage/gosport,cdinenage,carolinedinenage,https://cdinenage.caseworkermp.com,TRUE
26524,Anna,Dixon,Labour,Shipley,https://www.theyworkforyou.com/mp/26524/anna_dixon/shipley,adixon,annadixon,https://adixon.caseworkermp.com,TRUE
26118,Samantha,Dixon,Labour,Chester North and Neston,https://www.theyworkforyou.com/mp/26118/samantha_dixon/chester_north_and_neston,sdixon,samanthadixon,https://sdixon.caseworkermp.com,TRUE
25618,Anneliese,Dodds,Labour/Co-operative,Oxford East,https://www.theyworkforyou.com/mp/25618/anneliese_dodds/oxford_east,adodds,anneliesedodds,https://anneliesedodds.caseworkermp.com,TRUE
26507,Helena,Dollimore,Labour/Co-operative,Hastings and Rye,https://www.theyworkforyou.com/mp/26507/helena_dollimore/hastings_and_rye,hdollimore,helenadollimore,https://hdollimore.caseworkermp.com,TRUE
25796,Dave,Doogan,Scottish National Party,Angus and Perthshire Glens,https://www.theyworkforyou.com/mp/25796/dave_doogan/angus_and_perthshire_glens,ddoogan,davedoogan,https://ddoogan.caseworkermp.com,TRUE
25166,Stephen,Doughty,Labour/Co-operative,Cardiff South and Penarth,https://www.theyworkforyou.com/mp/25166/stephen_doughty/cardiff_south_and_penarth,sdoughty,stephendoughty,https://sdoughty.caseworkermp.com,TRUE
25309,Peter,Dowd,Labour,Bootle,https://www.theyworkforyou.com/mp/25309/peter_dowd/bootle,pdowd,peterdowd,https://pdowd.caseworkermp.com,TRUE
25323,Oliver,Dowden,Conservative,Hertsmere,https://www.theyworkforyou.com/mp/25323/oliver_dowden/hertsmere,odowden,oliverdowden,https://odowden.caseworkermp.com,TRUE
26503,Graeme,Downie,Labour,Dunfermline and Dollar,https://www.theyworkforyou.com/mp/26503/graeme_downie/dunfermline_and_dollar,gdownie,graemedownie,https://gdownie.caseworkermp.com,TRUE
25656,Rosie,Duffield,Independent,Canterbury,https://www.theyworkforyou.com/mp/25656/rosie_duffield/canterbury,rduffield,rosieduffield,https://rduffield.caseworkermp.com,TRUE
10180,Iain,Duncan Smith,Conservative,Chingford and Woodford Green,https://www.theyworkforyou.com/mp/10180/iain_duncan_smith/chingford_and_woodford_green,iduncansmith,iainduncansmith,https://iduncansmith.caseworkermp.com,TRUE
26633,Neil,Duncan-Jordan,Labour,Poole,https://www.theyworkforyou.com/mp/26633/neil_duncan-jordan/poole,nduncanjordan,neilduncanjordan,https://nduncanjordan.caseworkermp.com,TRUE
26270,Sarah,Dyke,Liberal Democrat,Glastonbury and Somerton,https://www.theyworkforyou.com/mp/26270/sarah_dyke/glastonbury_and_somerton,sdyke,sarahdyke,https://sdyke.caseworkermp.com,TRUE
10182,Angela,Eagle,Labour,Wallasey,https://www.theyworkforyou.com/mp/10182/angela_eagle/wallasey,aeagle,angelaeagle,https://aeagle.caseworkermp.com,TRUE
10183,Maria,Eagle,Labour,Liverpool Garston,https://www.theyworkforyou.com/mp/10183/maria_eagle/liverpool_garston,meagle,mariaeagle,https://meagle.caseworkermp.com,TRUE
13780,Alex,Easton,Independent,North Down,https://www.theyworkforyou.com/mp/13780/alex_easton/north_down,aeaston,alexeaston,https://aeaston.caseworkermp.com,TRUE
25130,Colum,Eastwood,Social Democratic and Labour Party,Foyle,https://www.theyworkforyou.com/mp/25130/colum_eastwood/foyle,ceastwood,columeastwood,https://ceastwood.caseworkermp.com,TRUE
26071,Sorcha,Eastwood,Alliance,Lagan Valley,https://www.theyworkforyou.com/mp/26071/sorcha_eastwood/lagan_valley,seastwood,sorchaeastwood,https://seastwood.caseworkermp.com,TRUE
26587,Cat,Eccles,Labour,Stourbridge,https://www.theyworkforyou.com/mp/26587/cat_eccles/stourbridge,ceccles,cateccles,https://ceccles.caseworkermp.com,TRUE
26597,Lauren,Edwards,Labour,Rochester and Strood,https://www.theyworkforyou.com/mp/26597/lauren_edwards/rochester_and_strood,ledwards,laurenedwards,https://ledwards.caseworkermp.com,TRUE
26277,Sarah,Edwards,Labour,Tamworth,https://www.theyworkforyou.com/mp/26277/sarah_edwards/tamworth,sedwards,sarahedwards,https://sedwards.caseworkermp.com,TRUE
10185,Clive,Efford,Labour,Eltham and Chislehurst,https://www.theyworkforyou.com/mp/10185/clive_efford/eltham_and_chislehurst,cefford,cliveefford,https://cefford.caseworkermp.com,TRUE
26287,Damien,Egan,Labour,Bristol North East,https://www.theyworkforyou.com/mp/26287/damien_egan/bristol_north_east,degan,damienegan,https://degan.caseworkermp.com,TRUE
26479,Maya,Ellis,Labour,Ribble Valley,https://www.theyworkforyou.com/mp/26479/maya_ellis/ribble_valley,mellis,mayaellis,https://mellis.caseworkermp.com,TRUE
25490,Chris,Elmore,Labour,Bridgend,https://www.theyworkforyou.com/mp/25490/chris_elmore/bridgend,celmore,chriselmore,https://celmore.caseworkermp.com,TRUE
26378,Kirith,Entwistle,Labour,Bolton North East,https://www.theyworkforyou.com/mp/26378/kirith_entwistle/bolton_north_east,kentwistle,kirithentwistle,https://kentwistle.caseworkermp.com,TRUE
25759,Florence,Eshalomi,Labour/Co-operative,Vauxhall and Camberwell Green,https://www.theyworkforyou.com/mp/25759/florence_eshalomi/vauxhall_and_camberwell_green,feshalomi,florenceeshalomi,https://feshalomi.caseworkermp.com,TRUE
24905,Bill,Esterson,Labour,Sefton Central,https://www.theyworkforyou.com/mp/24905/bill_esterson/sefton_central,besterson,billesterson,https://besterson.caseworkermp.com,TRUE
24721,Chris,Evans,Labour/Co-operative,Caerphilly,https://www.theyworkforyou.com/mp/24721/chris_evans/caerphilly,cevans,chrisevans,https://cevans.caseworkermp.com,TRUE
25805,Luke,Evans,Conservative,Hinckley and Bosworth,https://www.theyworkforyou.com/mp/25805/luke_evans/hinckley_and_bosworth,levans,lukeevans,https://levans.caseworkermp.com,TRUE
26389,Miatta,Fahnbulleh,Labour/Co-operative,Peckham,https://www.theyworkforyou.com/mp/26389/miatta_fahnbulleh/peckham,mfahnbulleh,miattafahnbulleh,https://mfahnbulleh.caseworkermp.com,TRUE
26446,Hamish,Falconer,Labour,Lincoln,https://www.theyworkforyou.com/mp/26446/hamish_falconer/lincoln,hfalconer,hamishfalconer,https://hfalconer.caseworkermp.com,TRUE
26352,Nigel,Farage,Reform UK,Clacton,https://www.theyworkforyou.com/mp/26352/nigel_farage/clacton,nfarage,nigelfarage,https://nfarage.caseworkermp.com,TRUE
26356,Linsey,Farnsworth,Labour,Amber Valley,https://www.theyworkforyou.com/mp/26356/linsey_farnsworth/amber_valley,lfarnsworth,linseyfarnsworth,https://lfarnsworth.caseworkermp.com,TRUE
11923,Tim,Farron,Liberal Democrat,Westmorland and Lonsdale,https://www.theyworkforyou.com/mp/11923/tim_farron/westmorland_and_lonsdale,tfarron,timfarron,https://tfarron.caseworkermp.com,TRUE
26545,Josh,Fenton-Glynn,Labour,Calder Valley,https://www.theyworkforyou.com/mp/26545/josh_fenton-glynn/calder_valley,jfentonglynn,joshfentonglynn,https://jfentonglynn.caseworkermp.com,TRUE
26310,Mark,Ferguson,Labour,Gateshead Central and Whickham,https://www.theyworkforyou.com/mp/26310/mark_ferguson/gateshead_central_and_whickham,mferguson,markferguson,https://mferguson.caseworkermp.com,TRUE
13984,Patricia,Ferguson,Labour,Glasgow West,https://www.theyworkforyou.com/mp/13984/patricia_ferguson/glasgow_west,pferguson,patriciaferguson,https://pferguson.caseworkermp.com,TRUE
25821,John,Finucane,Sinn Féin,Belfast North,https://www.theyworkforyou.com/mp/25821/john_finucane/belfast_north,jfinucane,johnfinucane,,FALSE
26343,Natalie,Fleet,Labour,Bolsover,https://www.theyworkforyou.com/mp/26343/natalie_fleet/bolsover,nfleet,nataliefleet,https://nfleet.caseworkermp.com,TRUE
25867,Stephen,Flynn,Scottish National Party,Aberdeen South,https://www.theyworkforyou.com/mp/25867/stephen_flynn/aberdeen_south,sflynn,stephenflynn,https://sflynn.caseworkermp.com,TRUE
26311,Emma,Foody,Labour/Co-operative,Cramlington and Killingworth,https://www.theyworkforyou.com/mp/26311/emma_foody/cramlington_and_killingworth,efoody,emmafoody,https://efoody.caseworkermp.com,TRUE
26510,Catherine,Fookes,Labour,Monmouthshire,https://www.theyworkforyou.com/mp/26510/catherine_fookes/monmouthshire,cfookes,catherinefookes,https://cfookes.caseworkermp.com,TRUE
26086,Richard,Foord,Liberal Democrat,Honiton and Sidmouth,https://www.theyworkforyou.com/mp/26086/richard_foord/honiton_and_sidmouth,rfoord,richardfoord,https://rfoord.caseworkermp.com,TRUE
26560,Will,Forster,Liberal Democrat,Woking,https://www.theyworkforyou.com/mp/26560/will_forster/woking,wforster,willforster,https://wforster.caseworkermp.com,TRUE
26027,Peter,Fortune,Conservative,Bromley and Biggin Hill,https://www.theyworkforyou.com/mp/26027/peter_fortune/bromley_and_biggin_hill,pfortune,peterfortune,https://pfortune.caseworkermp.com,TRUE
26487,Paul,Foster,Labour,South Ribble,https://www.theyworkforyou.com/mp/26487/paul_foster/south_ribble,pfoster,paulfoster,https://pfoster.caseworkermp.com,TRUE
